Client Name,Client Identifier,Scheme Category/Section Name,Scheme Category/Section Name Identifier,Unique Member Reference,Unique ID,Status of Member,Status of Registration,Year of Birth,Gender,Short Post Code of Member,Contract Start Date,Contract End Date,Original Date of Joining,Scheme Policy Joining Date,Registration Status,Lapse Date
Client_056 Ltd,CL-056,SME,SC-770,MBR-00151,UID-00000151,Active,Registered,1972,F,SE8 2OD,2018-12-10,2025-10-30,2013-09-08,2015-09-23,Registered,
Client_073 Ltd,CL-073,Corporate,SC-608,MBR-00152,UID-00000152,Active,Registered,1971,M,E16 5QW,2022-05-06,2025-10-30,2019-08-09,2020-04-13,Registered,
Client_026 Ltd,CL-026,SME,SC-152,MBR-00153,UID-00000153,Active,Registered,1978,M,M14 8HO,2022-07-19,2025-10-30,2014-08-20,2019-02-23,Registered,
Client_088 Ltd,CL-088,Corporate,SC-145,MBR-00154,UID-00000154,Active,Registered,1978,M,E13W 9XE,2024-06-10,2025-10-30,2009-12-22,2019-01-01,Registered,
Client_052 Ltd,CL-052,Corporate,SC-578,MBR-00155,UID-00000155,Active,Registered,1977,F,SE9 7KZ,2017-01-21,2023-09-01,2003-02-05,2012-01-03,Registered,
Client_125 Ltd,CL-125,Individual,SC-190,MBR-00156,UID-00000156,Active,Registered,1987,M,M1M 8EO,2018-08-29,2020-10-24,2013-08-01,2013-10-20,Registered,
Client_006 Ltd,CL-006,Corporate,SC-714,MBR-00157,UID-00000157,Active,Registered,1983,F,EH12 9MO,2018-07-25,2025-10-30,2004-09-04,2010-01-20,Registered,
Client_187 Ltd,CL-187,SME,SC-931,MBR-00158,UID-00000158,Active,Registered,1980,F,L7 4SM,2015-11-18,2024-07-18,2004-01-17,2014-08-10,Registered,
Client_117 Ltd,CL-117,Family,SC-185,MBR-00159,UID-00000159,Active,Registered,1984,M,WC14S 7MV,2020-05-14,2025-10-30,2011-09-03,2018-05-02,Registered,
Client_012 Ltd,CL-012,Corporate,SC-859,MBR-00160,UID-00000160,Active,Registered,1973,F,E16 3QS,2016-07-08,2017-11-30,2006-01-04,2014-09-03,Registered,
Client_063 Ltd,CL-063,Corporate,SC-759,MBR-00161,UID-00000161,Active,Registered,1984,M,L4 8DQ,2023-07-03,2025-10-30,2016-01-31,2020-10-25,Registered,
Client_036 Ltd,CL-036,Family,SC-821,MBR-00162,UID-00000162,Active,Registered,1984,F,BT1 7UE,2015-04-24,2017-12-01,2007-02-21,2014-01-08,Registered,
Client_009 Ltd,CL-009,Corporate,SC-862,MBR-00163,UID-00000163,Active,Registered,1967,F,SE16 5KT,2015-01-02,2016-08-18,2002-08-22,2012-09-21,Registered,
Client_074 Ltd,CL-074,Corporate,SC-148,MBR-00164,UID-00000164,Active,Registered,1992,F,BS3 9MK,2017-01-19,2023-05-14,2015-05-07,2015-06-11,Registered,
Client_067 Ltd,CL-067,Family,SC-337,MBR-00165,UID-00000165,Active,Registered,1974,M,EH18D 4UV,2022-09-07,2025-10-30,2009-02-12,2011-01-08,Registered,
Client_029 Ltd,CL-029,SME,SC-475,MBR-00166,UID-00000166,Active,Registered,1983,F,B8 7DY,2024-12-21,2025-10-30,2022-11-06,2023-04-03,Registered,
Client_071 Ltd,CL-071,Corporate,SC-293,MBR-00167,UID-00000167,Active,Registered,1994,M,W15M 1BK,2023-07-05,2025-10-30,2019-05-02,2020-11-26,Registered,
Client_090 Ltd,CL-090,Corporate,SC-324,MBR-00168,UID-00000168,Active,Registered,1992,M,NW10 7EH,2023-06-07,2025-10-30,2021-07-03,2022-07-23,Registered,
Client_008 Ltd,CL-008,Corporate,SC-511,MBR-00169,UID-00000169,Active,Registered,1983,M,CF19 3FF,2018-03-30,2025-10-30,2010-11-21,2017-01-17,Registered,
Client_043 Ltd,CL-043,Corporate,SC-934,MBR-00170,UID-00000170,Active,Registered,1979,F,SE20 4PS,2022-10-19,2025-10-30,2012-06-12,2019-11-05,Registered,
Client_035 Ltd,CL-035,Corporate,SC-328,MBR-00171,UID-00000171,Active,Registered,1992,F,E8 5OI,2024-08-24,2025-10-30,2015-04-17,2022-02-12,Registered,
Client_110 Ltd,CL-110,Corporate,SC-457,MBR-00172,UID-00000172,Active,Registered,1989,M,SW15 9FC,2024-11-10,2025-10-30,2016-10-16,2020-04-29,Registered,
Client_022 Ltd,CL-022,Family,SC-739,MBR-00173,UID-00000173,Active,Registered,1976,M,BT12 5UN,2019-05-19,2024-03-02,2004-09-08,2016-08-10,Registered,
Client_066 Ltd,CL-066,Corporate,SC-252,MBR-00174,UID-00000174,Active,Registered,1975,M,M15 4MP,2016-07-26,2025-10-30,2012-12-30,2013-09-09,Registered,
Client_102 Ltd,CL-102,Corporate,SC-217,MBR-00175,UID-00000175,Active,Registered,1962,F,W8 6SJ,2015-03-24,2023-09-11,2002-07-09,2006-01-17,Registered,
Client_149 Ltd,CL-149,SME,SC-740,MBR-00176,UID-00000176,Active,Registered,1984,M,B1 7IA,2017-10-30,2022-08-18,2009-06-10,2010-08-13,Registered,
Client_094 Ltd,CL-094,Individual,SC-581,MBR-00177,UID-00000177,Active,Registered,1982,F,NW20 5YZ,2016-03-09,2017-06-22,2002-08-26,2006-12-20,Registered,
Client_199 Ltd,CL-199,Corporate,SC-283,MBR-00178,UID-00000178,Active,Registered,1994,M,WC20 4UG,2016-09-09,2022-03-23,2004-06-21,2007-09-22,Registered,
Client_095 Ltd,CL-095,Family,SC-306,MBR-00179,UID-00000179,Active,Registered,1986,F,M5 1JZ,2024-01-18,2025-10-30,2012-11-06,2014-12-24,Registered,
Client_169 Ltd,CL-169,Family,SC-372,MBR-00180,UID-00000180,Lapsed,Cancelled,1996,M,BT2 3CJ,2018-05-30,2020-03-09,2015-07-26,2016-05-03,Cancelled,2020-03-09
Client_041 Ltd,CL-041,Individual,SC-111,MBR-00181,UID-00000181,Active,Registered,1976,M,L14F 9LQ,2017-02-28,2019-10-16,2006-10-14,2009-05-12,Registered,
Client_177 Ltd,CL-177,Individual,SC-446,MBR-00182,UID-00000182,Active,Registered,1994,M,M6S 5XK,2024-12-01,2025-10-30,2016-04-11,2016-06-19,Registered,
Client_004 Ltd,CL-004,Corporate,SC-871,MBR-00183,UID-00000183,Active,Registered,1977,F,W15 3YH,2022-12-27,2025-06-04,2008-06-02,2017-01-31,Registered,
Client_098 Ltd,CL-098,Family,SC-746,MBR-00184,UID-00000184,Active,Registered,1990,F,BS18 7AI,2015-11-17,2019-04-11,2014-06-13,2015-04-07,Registered,
Client_193 Ltd,CL-193,Individual,SC-188,MBR-00185,UID-00000185,Active,Registered,1968,M,W15 5SM,2017-03-08,2024-04-12,2002-07-19,2008-01-27,Registered,
Client_010 Ltd,CL-010,Family,SC-481,MBR-00186,UID-00000186,Active,Registered,1985,F,G4 8AT,2019-11-14,2023-10-11,2017-08-07,2019-10-28,Registered,
Client_094 Ltd,CL-094,SME,SC-428,MBR-00187,UID-00000187,Active,Registered,1963,F,L20D 8WJ,2023-01-05,2025-10-30,2015-12-07,2021-03-27,Registered,
Client_067 Ltd,CL-067,Family,SC-645,MBR-00188,UID-00000188,Active,Registered,1980,F,CF4B 5PD,2018-07-29,2025-10-30,2012-11-11,2015-02-06,Registered,
Client_138 Ltd,CL-138,Individual,SC-838,MBR-00189,UID-00000189,Active,Registered,1987,F,W8 3MO,2018-02-17,2025-10-30,2004-07-22,2013-09-06,Registered,
Client_073 Ltd,CL-073,SME,SC-656,MBR-00190,UID-00000190,Active,Registered,1977,M,G18 3NU,2020-10-11,2025-01-29,2015-11-03,2016-03-22,Registered,
Client_145 Ltd,CL-145,Family,SC-761,MBR-00191,UID-00000191,Active,Registered,1972,M,W16 5BW,2019-04-16,2021-10-18,2009-12-23,2013-05-29,Registered,
Client_195 Ltd,CL-195,Corporate,SC-544,MBR-00192,UID-00000192,Active,Registered,1991,F,G7 4LD,2019-11-02,2025-06-16,2013-10-04,2015-11-22,Registered,
Client_053 Ltd,CL-053,Individual,SC-530,MBR-00193,UID-00000193,Active,Registered,1981,F,G18 6BM,2023-11-15,2025-10-30,2020-11-06,2022-08-21,Registered,
Client_163 Ltd,CL-163,Individual,SC-353,MBR-00194,UID-00000194,Lapsed,Cancelled,1978,F,M7 8CV,2016-10-13,2025-06-01,2014-11-27,2015-03-05,Cancelled,2025-06-01
Client_004 Ltd,CL-004,Corporate,SC-937,MBR-00195,UID-00000195,Active,Registered,1983,M,EC20 1ZK,2018-07-20,2022-05-01,2009-05-23,2010-03-21,Registered,
Client_068 Ltd,CL-068,Corporate,SC-212,MBR-00196,UID-00000196,Active,Registered,2005,M,WC5 4CY,2022-05-29,2025-10-30,2014-12-05,2016-06-07,Registered,
Client_113 Ltd,CL-113,SME,SC-774,MBR-00197,UID-00000197,Active,Registered,1994,F,EC19J 6YE,2022-07-16,2024-10-23,2013-05-15,2018-01-28,Registered,
Client_096 Ltd,CL-096,Family,SC-764,MBR-00198,UID-00000198,Active,Registered,1994,F,SW9 3ER,2016-01-04,2022-05-10,2004-11-15,2005-06-15,Registered,
Client_102 Ltd,CL-102,Family,SC-378,MBR-00199,UID-00000199,Active,Registered,1987,F,M6A 3AL,2016-04-16,2025-10-30,2001-12-02,2003-01-08,Registered,
Client_139 Ltd,CL-139,SME,SC-782,MBR-00200,UID-00000200,Active,Registered,1984,F,WC19 3IB,2017-01-25,2021-09-21,2005-09-20,2014-11-26,Registered,
Client_044 Ltd,CL-044,Family,SC-326,MBR-00201,UID-00000201,Active,Registered,1959,F,E14 2PO,2018-08-11,2020-06-07,2009-11-17,2018-06-15,Registered,
Client_119 Ltd,CL-119,Individual,SC-654,MBR-00202,UID-00000202,Active,Registered,1976,M,G17 8QH,2018-01-02,2025-10-30,2004-01-07,2014-01-03,Registered,
Client_188 Ltd,CL-188,Individual,SC-577,MBR-00203,UID-00000203,Active,Registered,1978,M,NW17 1BP,2017-05-28,2020-04-22,2004-02-04,2006-05-03,Registered,
Client_198 Ltd,CL-198,SME,SC-157,MBR-00204,UID-00000204,Active,Registered,1964,F,BS14 8WO,2017-07-17,2025-10-30,2013-05-31,2016-03-15,Registered,
Client_190 Ltd,CL-190,Family,SC-484,MBR-00205,UID-00000205,Active,Registered,1971,F,SE3 3CE,2017-09-10,2025-10-30,2012-02-05,2013-04-19,Registered,
Client_110 Ltd,CL-110,SME,SC-212,MBR-00206,UID-00000206,Active,Registered,1963,M,M20 9WK,2024-08-31,2025-10-30,2017-09-24,2020-03-21,Registered,
Client_160 Ltd,CL-160,Family,SC-165,MBR-00207,UID-00000207,Active,Registered,1982,M,BS20 8QT,2016-10-09,2023-02-06,2008-06-10,2009-06-01,Registered,
Client_046 Ltd,CL-046,Family,SC-451,MBR-00208,UID-00000208,Active,Registered,1991,F,CF4 2UU,2022-04-04,2025-10-30,2011-11-02,2016-10-30,Registered,
Client_023 Ltd,CL-023,Corporate,SC-411,MBR-00209,UID-00000209,Active,Registered,1994,M,EC14 4NK,2024-11-18,2025-10-30,2020-10-21,2021-02-05,Registered,
Client_106 Ltd,CL-106,Family,SC-249,MBR-00210,UID-00000210,Active,Registered,1987,M,BT13 2KN,2019-05-31,2025-10-30,2009-07-14,2015-07-10,Registered,
Client_165 Ltd,CL-165,Family,SC-978,MBR-00211,UID-00000211,Active,Registered,1973,F,L9 3VP,2022-02-07,2025-10-30,2012-02-05,2018-05-14,Registered,
Client_126 Ltd,CL-126,Individual,SC-218,MBR-00212,UID-00000212,Active,Registered,1963,F,SE3 2ND,2015-07-26,2020-09-25,2007-04-02,2008-11-27,Registered,
Client_090 Ltd,CL-090,Individual,SC-215,MBR-00213,UID-00000213,Active,Registered,1965,F,G5 9RK,2017-02-27,2022-10-07,2009-08-24,2016-03-09,Registered,
Client_098 Ltd,CL-098,Individual,SC-964,MBR-00214,UID-00000214,Active,Registered,1970,M,W14 7XB,2023-11-11,2025-10-30,2019-08-14,2022-04-28,Registered,
Client_075 Ltd,CL-075,Individual,SC-813,MBR-00215,UID-00000215,Active,Registered,1974,F,B20 2SQ,2015-05-04,2016-08-20,2005-02-02,2009-09-16,Registered,
Client_114 Ltd,CL-114,Corporate,SC-634,MBR-00216,UID-00000216,Active,Registered,1981,M,EC5 4DL,2019-10-24,2025-10-30,2007-12-12,2014-03-01,Registered,
Client_186 Ltd,CL-186,Corporate,SC-878,MBR-00217,UID-00000217,Active,Registered,1972,M,G4 4ZN,2020-04-08,2023-06-08,2017-03-25,2019-03-10,Registered,
Client_120 Ltd,CL-120,Corporate,SC-612,MBR-00218,UID-00000218,Active,Registered,1986,F,SW20 5AF,2015-09-30,2023-12-21,2013-08-11,2015-09-08,Registered,
Client_085 Ltd,CL-085,Corporate,SC-735,MBR-00219,UID-00000219,Active,Registered,1980,F,M10 6AF,2024-06-15,2025-10-30,2015-05-24,2018-09-11,Registered,
Client_043 Ltd,CL-043,Corporate,SC-925,MBR-00220,UID-00000220,Active,Registered,1983,F,E19 2EX,2016-04-18,2024-12-27,2013-09-27,2016-03-05,Registered,
Client_088 Ltd,CL-088,Family,SC-446,MBR-00221,UID-00000221,Active,Registered,1994,F,SW3 4MN,2015-12-20,2020-05-15,2003-05-07,2007-05-24,Registered,
Client_143 Ltd,CL-143,Family,SC-726,MBR-00222,UID-00000222,Active,Registered,1971,F,BT11M 6YS,2020-11-14,2022-01-25,2014-03-20,2016-11-05,Registered,
Client_195 Ltd,CL-195,Family,SC-362,MBR-00223,UID-00000223,Active,Registered,1987,M,SE2W 1VC,2020-10-30,2024-03-25,2008-07-25,2019-02-16,Registered,
Client_130 Ltd,CL-130,Corporate,SC-711,MBR-00224,UID-00000224,Active,Registered,1982,M,M15 8TO,2016-06-20,2025-01-13,2010-01-29,2011-12-20,Registered,
Client_199 Ltd,CL-199,Corporate,SC-826,MBR-00225,UID-00000225,Active,Registered,1979,M,CF9T 2LN,2024-05-25,2025-10-30,2014-12-14,2018-01-08,Registered,
Client_133 Ltd,CL-133,Corporate,SC-217,MBR-00226,UID-00000226,Active,Registered,1991,M,W10 8QV,2017-12-20,2023-08-11,2014-10-25,2016-05-03,Registered,
Client_181 Ltd,CL-181,Family,SC-738,MBR-00227,UID-00000227,Active,Registered,1991,F,B2W 1AG,2018-01-22,2020-09-04,2010-08-19,2011-09-06,Registered,
Client_173 Ltd,CL-173,Corporate,SC-251,MBR-00228,UID-00000228,Active,Registered,1973,M,B7 5JK,2023-04-16,2024-08-07,2014-06-05,2015-08-02,Registered,
Client_104 Ltd,CL-104,Corporate,SC-842,MBR-00229,UID-00000229,Pending,Pending,1981,F,W1 7FE,2021-08-09,2022-09-02,2009-04-23,2021-08-03,Pending,
Client_093 Ltd,CL-093,Corporate,SC-827,MBR-00230,UID-00000230,Active,Registered,1985,F,BS18 9RV,2017-08-19,2024-09-20,2007-12-14,2016-02-24,Registered,
Client_041 Ltd,CL-041,Family,SC-495,MBR-00231,UID-00000231,Active,Registered,1980,F,G3 1NA,2017-01-27,2021-08-21,2009-03-15,2012-05-26,Registered,
Client_191 Ltd,CL-191,Family,SC-433,MBR-00232,UID-00000232,Active,Registered,1988,M,BT3 7SM,2023-01-15,2025-10-30,2017-09-17,2020-03-23,Registered,
Client_200 Ltd,CL-200,Corporate,SC-787,MBR-00233,UID-00000233,Active,Registered,1985,F,CF10A 6FZ,2019-11-24,2024-04-19,2016-06-05,2017-12-08,Registered,
Client_032 Ltd,CL-032,Corporate,SC-694,MBR-00234,UID-00000234,Active,Registered,2001,M,BT12E 4NS,2018-08-12,2022-06-03,2004-03-01,2014-11-16,Registered,
Client_106 Ltd,CL-106,Corporate,SC-443,MBR-00235,UID-00000235,Active,Registered,1967,M,BS17M 6HK,2016-11-12,2018-09-22,2014-10-03,2016-02-24,Registered,
Client_002 Ltd,CL-002,Family,SC-220,MBR-00236,UID-00000236,Active,Registered,1981,F,N3 2QQ,2017-05-01,2022-03-31,2013-08-17,2014-10-11,Registered,
Client_010 Ltd,CL-010,SME,SC-587,MBR-00237,UID-00000237,Active,Registered,1973,M,EC12 3HD,2020-06-17,2025-10-02,2012-05-05,2017-07-11,Registered,
Client_171 Ltd,CL-171,Corporate,SC-310,MBR-00238,UID-00000238,Active,Registered,1989,M,E9W 3YY,2017-01-19,2025-07-22,2007-12-26,2016-08-16,Registered,
Client_119 Ltd,CL-119,Corporate,SC-338,MBR-00239,UID-00000239,Active,Registered,1966,F,SE6 8OY,2015-06-19,2023-07-30,2008-08-07,2010-07-05,Registered,
Client_171 Ltd,CL-171,Corporate,SC-503,MBR-00240,UID-00000240,Active,Registered,1986,M,BT19 6UK,2023-02-01,2025-10-30,2021-08-27,2021-09-23,Registered,
Client_101 Ltd,CL-101,Individual,SC-769,MBR-00241,UID-00000241,Active,Registered,1976,F,E15R 5ZI,2017-05-12,2024-02-20,2010-08-18,2012-12-16,Registered,
Client_110 Ltd,CL-110,SME,SC-499,MBR-00242,UID-00000242,Active,Registered,1975,F,NW12 5OO,2021-06-04,2025-06-20,2008-08-29,2014-09-29,Registered,
Client_067 Ltd,CL-067,Corporate,SC-533,MBR-00243,UID-00000243,Active,Registered,1968,F,NW2 5CU,2016-12-08,2018-03-20,2008-10-29,2010-05-10,Registered,
Client_023 Ltd,CL-023,Individual,SC-412,MBR-00244,UID-00000244,Active,Registered,1978,M,SE20 7OS,2017-05-06,2023-06-25,2006-01-23,2015-07-14,Registered,
Client_098 Ltd,CL-098,Family,SC-661,MBR-00245,UID-00000245,Active,Registered,1993,M,NW15 4KT,2022-06-08,2025-10-30,2012-12-13,2021-11-16,Registered,
Client_097 Ltd,CL-097,Individual,SC-222,MBR-00246,UID-00000246,Active,Registered,1982,F,EH17B 8DZ,2017-07-08,2018-12-13,2013-09-01,2017-03-21,Registered,
Client_188 Ltd,CL-188,Family,SC-385,MBR-00247,UID-00000247,Active,Registered,1989,M,L3 3BH,2019-06-23,2025-10-30,2010-02-27,2014-11-06,Registered,
Client_006 Ltd,CL-006,Corporate,SC-328,MBR-00248,UID-00000248,Active,Registered,1999,F,BT15 3LL,2022-10-27,2025-10-29,2013-06-10,2020-09-13,Registered,
Client_013 Ltd,CL-013,Family,SC-190,MBR-00249,UID-00000249,Active,Registered,1985,F,B13 6VT,2018-09-02,2020-08-25,2014-11-05,2015-07-07,Registered,
Client_021 Ltd,CL-021,Individual,SC-323,MBR-00250,UID-00000250,Active,Registered,1977,F,NW11E 9VM,2023-01-18,2025-10-30,2019-08-28,2021-01-21,Registered,
Client_058 Ltd,CL-058,SME,SC-907,MBR-00251,UID-00000251,Active,Registered,1987,M,B9 3KC,2019-08-02,2025-10-30,2014-11-30,2015-01-03,Registered,
Client_120 Ltd,CL-120,Family,SC-561,MBR-00252,UID-00000252,Active,Registered,1977,M,E12 7ET,2015-09-21,2018-10-24,2009-06-20,2015-01-19,Registered,
Client_156 Ltd,CL-156,Corporate,SC-370,MBR-00253,UID-00000253,Active,Registered,1977,F,SE10 6EV,2016-04-24,2025-04-26,2003-12-29,2004-04-06,Registered,
Client_120 Ltd,CL-120,Corporate,SC-123,MBR-00254,UID-00000254,Active,Registered,1967,M,SE14 1LJ,2017-08-17,2025-07-28,2003-09-27,2008-04-21,Registered,
Client_198 Ltd,CL-198,Individual,SC-882,MBR-00255,UID-00000255,Active,Registered,1992,M,N7 8GH,2018-07-08,2020-01-15,2017-05-12,2018-01-02,Registered,
Client_136 Ltd,CL-136,Family,SC-862,MBR-00256,UID-00000256,Active,Registered,1979,F,E5E 9YR,2019-04-19,2020-12-17,2010-01-22,2011-11-24,Registered,
Client_077 Ltd,CL-077,Family,SC-100,MBR-00257,UID-00000257,Active,Registered,1984,F,NW11 3TM,2022-01-12,2025-10-30,2017-06-24,2020-12-23,Registered,
Client_098 Ltd,CL-098,Corporate,SC-816,MBR-00258,UID-00000258,Active,Registered,1972,F,E6Z 3XO,2022-10-24,2025-10-30,2011-12-06,2013-12-23,Registered,
Client_058 Ltd,CL-058,Corporate,SC-195,MBR-00259,UID-00000259,Lapsed,Cancelled,1987,F,NW14 4OT,2023-07-12,2025-10-30,2016-02-21,2023-05-29,Cancelled,2025-10-30
Client_168 Ltd,CL-168,Family,SC-680,MBR-00260,UID-00000260,Active,Registered,1975,M,B15J 5ZZ,2018-01-24,2022-01-28,2011-05-04,2017-01-19,Registered,
Client_086 Ltd,CL-086,Corporate,SC-659,MBR-00261,UID-00000261,Active,Registered,1981,F,EH7 8OY,2018-11-18,2021-11-19,2015-03-21,2018-09-01,Registered,
Client_001 Ltd,CL-001,Corporate,SC-159,MBR-00262,UID-00000262,Active,Registered,1991,B,B13 7FG,2016-06-07,2022-05-11,2008-09-10,2012-02-21,Registered,
Client_077 Ltd,CL-077,Family,SC-219,MBR-00263,UID-00000263,Active,Registered,1990,M,E9S 6RD,2024-05-19,2025-10-30,2017-09-05,2019-11-23,Registered,
Client_193 Ltd,CL-193,Corporate,SC-945,MBR-00264,UID-00000264,Active,Registered,1982,M,W10G 5OQ,2017-09-25,2020-11-26,2002-12-18,2003-03-01,Registered,
Client_010 Ltd,CL-010,Individual,SC-210,MBR-00265,UID-00000265,Active,Registered,1965,F,E14J 8LA,2016-02-06,2019-11-04,2008-11-03,2011-03-11,Registered,
Client_188 Ltd,CL-188,Corporate,SC-104,MBR-00266,UID-00000266,Active,Registered,2005,F,CF2 6HM,2019-02-03,2025-10-30,2010-01-02,2015-09-09,Registered,
Client_069 Ltd,CL-069,Individual,SC-519,MBR-00267,UID-00000267,Active,Registered,2000,F,SE12N 2WU,2022-05-23,2025-10-30,2016-04-07,2020-04-13,Registered,
Client_148 Ltd,CL-148,Corporate,SC-353,MBR-00268,UID-00000268,Active,Registered,1990,F,L5M 8WE,2024-03-12,2025-06-10,2009-11-02,2018-04-23,Registered,
Client_062 Ltd,CL-062,Corporate,SC-668,MBR-00269,UID-00000269,Active,Registered,1975,M,EH15 2AI,2021-05-19,2025-10-30,2016-04-28,2017-09-25,Registered,
Client_013 Ltd,CL-013,Individual,SC-268,MBR-00270,UID-00000270,Active,Registered,1981,M,EC5 9ND,2016-06-16,2024-02-15,2009-05-25,2015-09-02,Registered,
Client_186 Ltd,CL-186,Family,SC-285,MBR-00271,UID-00000271,Active,Registered,1977,F,B8 1HN,2023-01-22,2025-10-30,2011-07-25,2013-04-01,Registered,
Client_165 Ltd,CL-165,Corporate,SC-380,MBR-00272,UID-00000272,Active,Registered,1995,F,BT3S 9AU,2021-05-05,2025-10-30,2009-07-31,2019-11-05,Registered,
Client_010 Ltd,CL-010,Corporate,SC-957,MBR-00273,UID-00000273,Active,Registered,1985,F,WC5A 6HS,2022-09-10,2025-10-30,2018-04-23,2018-05-19,Registered,
Client_003 Ltd,CL-003,SME,SC-377,MBR-00274,UID-00000274,Active,Registered,1975,F,CF6 2QL,2024-12-07,2025-10-30,2010-09-20,2013-09-30,Registered,
Client_162 Ltd,CL-162,Family,SC-340,MBR-00275,UID-00000275,Active,Registered,1978,M,SE17 9RA,2024-03-06,2025-10-30,2020-05-26,2020-10-31,Registered,
Client_034 Ltd,CL-034,Corporate,SC-262,MBR-00276,UID-00000276,Active,Registered,1994,M,BS16P 6IX,2023-08-15,2025-10-30,2014-12-09,2019-01-17,Registered,
Client_158 Ltd,CL-158,Corporate,SC-493,MBR-00277,UID-00000277,Active,Registered,1999,F,SW12 6HX,2020-01-30,2025-10-30,2014-06-19,2019-07-31,Registered,
Client_165 Ltd,CL-165,Individual,SC-455,MBR-00278,UID-00000278,Active,Registered,1998,F,W19 6EB,2016-12-10,2018-01-25,2013-04-29,2015-02-24,Registered,
Client_196 Ltd,CL-196,Corporate,SC-891,MBR-00279,UID-00000279,Active,Registered,1990,F,G18 3YV,2024-05-19,2025-10-30,2020-01-31,2023-05-09,Registered,
Client_034 Ltd,CL-034,Corporate,SC-371,MBR-00280,UID-00000280,Active,Registered,1980,F,BT16 3CW,2018-07-02,2025-10-30,2012-11-29,2015-07-12,Registered,
Client_160 Ltd,CL-160,Family,SC-682,MBR-00281,UID-00000281,Active,Registered,1950,F,BT2B 4BK,2019-08-19,2020-12-09,2015-12-26,2018-03-09,Registered,
Client_085 Ltd,CL-085,Individual,SC-942,MBR-00282,UID-00000282,Active,Registered,1985,M,B17 9PI,2020-04-23,2024-04-08,2006-04-13,2019-03-24,Registered,
Client_058 Ltd,CL-058,Corporate,SC-851,MBR-00283,UID-00000283,Active,Registered,1982,M,NW7B 6ID,2017-09-06,2018-10-19,2010-10-17,2016-12-06,Registered,
Client_105 Ltd,CL-105,Family,SC-421,MBR-00284,UID-00000284,Active,Registered,1984,M,G14 8MK,2016-02-29,2023-09-26,2010-08-16,2014-01-21,Registered,
Client_152 Ltd,CL-152,Family,SC-182,MBR-00285,UID-00000285,Active,Registered,1983,F,N16 6ZQ,2017-10-24,2023-09-30,2006-07-21,2008-04-26,Registered,
Client_009 Ltd,CL-009,Corporate,SC-782,MBR-00286,UID-00000286,Active,Registered,1969,M,M3 2NT,2015-03-25,2024-08-03,2009-06-07,2012-08-04,Registered,
Client_041 Ltd,CL-041,SME,SC-626,MBR-00287,UID-00000287,Active,Registered,1988,M,N18E 2KV,2021-03-11,2025-01-09,2006-08-02,2009-05-16,Registered,
Client_152 Ltd,CL-152,Individual,SC-722,MBR-00288,UID-00000288,Active,Registered,1989,F,B10 7FW,2017-03-02,2019-03-30,2004-03-08,2016-08-28,Registered,
Client_025 Ltd,CL-025,Corporate,SC-740,MBR-00289,UID-00000289,Active,Registered,1989,M,BT12 6TN,2020-07-20,2025-10-30,2010-02-21,2012-08-15,Registered,
Client_036 Ltd,CL-036,Family,SC-772,MBR-00290,UID-00000290,Active,Registered,1992,F,M2X 7LQ,2016-10-18,2022-02-23,2010-06-06,2016-02-09,Registered,
Client_008 Ltd,CL-008,Individual,SC-613,MBR-00291,UID-00000291,Active,Registered,1989,M,N1W 8BE,2023-01-27,2025-10-30,2013-01-07,2019-04-18,Registered,
Client_126 Ltd,CL-126,Family,SC-223,MBR-00292,UID-00000292,Active,Registered,1978,M,SE8 6LM,2015-02-26,2020-02-02,2007-05-02,2007-09-08,Registered,
Client_114 Ltd,CL-114,Family,SC-757,MBR-00293,UID-00000293,Active,Registered,1982,F,NW20R 6LO,2018-03-23,2024-07-08,2009-02-12,2012-10-17,Registered,
Client_105 Ltd,CL-105,Corporate,SC-693,MBR-00294,UID-00000294,Active,Registered,1983,M,SE19O 7KU,2019-06-24,2024-08-26,2018-04-19,2018-12-06,Registered,
Client_093 Ltd,CL-093,Corporate,SC-598,MBR-00295,UID-00000295,Active,Registered,1984,M,M8 1XF,2017-08-26,2023-03-24,2012-01-23,2015-05-02,Registered,
Client_089 Ltd,CL-089,Corporate,SC-612,MBR-00296,UID-00000296,Active,Registered,1992,F,EH17 9DI,2016-02-05,2017-09-21,2013-11-15,2015-06-25,Registered,
Client_187 Ltd,CL-187,Family,SC-769,MBR-00297,UID-00000297,Active,Registered,1989,F,M15W 5WP,2017-08-09,2019-07-30,2006-04-05,2013-06-01,Registered,
Client_163 Ltd,CL-163,SME,SC-779,MBR-00298,UID-00000298,Active,Registered,2003,M,EC4D 8FW,2024-10-31,2025-10-30,2022-02-27,2022-10-23,Registered,
